,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale
4180,4181,"4180,Assistance is impossible; condolence insufferable.",-0.6,-2,0,1,55,5,is impossible condolence insufferable,-0.8869628865972712,-0.85,-1.7242373127323039,-2.298897411534276,-1.649118545568529,-2.0,-4.283614869786527,-8.387225548902196,-0.27926124506935823,0.0,-0.18250056809506168,0.0,0.2438417481427797,1.0,1.7490379303964785,2.795409181636727,0.2577249575551786,0.07130730050933787,0.2767402376910017,0.44482173174872663,0.2626485568760612,-1.4728753884893888,-1.1899976906177228,-1.7340540014703716,-1.2083185736926871
4181,4182,"4181,""Let them triumph over us at a distance, and be satisfied.""",1.75,2,6,2,64,11,them triumph over us at a distance and be satisfied,1.0546849877891349,1.5,1.6541465058293794,2.533880085243287,1.3001702680150182,2.0,1.7695870154109434,3.81653042688465,1.8307789362520477,3.0,2.372968305435154,4.998938461849212,0.9085672170502831,2.0,1.563869303873439,2.544050862851953,0.25916808149405807,0.06960950764006792,0.2869269949066214,0.44821731748726656,0.2659804753820035,-1.4625429826767966,-1.2032654222954606,-1.6970492937543011,-1.1851115540654635
4182,4183,"4182,""She then proceeded to enquire into the measures which her father had intended to pursue, while in town, for the recovery of his daughter.""",0.6,1,0,3,144,24,then proceeded to enquire into the measures which her father had intended to pursue while in town for the recovery of his daughter,0.10451687904685103,0.35,0.030370478538533363,0.2110687452816218,0.5628480646191314,1.0,0.31058026199111965,0.8750520616409829,-0.27926124506935823,0.0,-0.18250056809506168,0.0,1.5732926859577865,3.0,0.9788375900245138,1.7498958767180344,0.2609507640067915,0.07130730050933787,0.28183361629881154,0.44821731748726656,0.26557724957555184,-1.4497794225553593,-1.1899976906177228,-1.7155516476123363,-1.1851115540654635
4183,4184,"4183,""He meant I believe, replied Jane, to go to Epsom, the place where they last changed horses, see the postilions and try if anything could be made out from them.""",0.0,0,0,0,166,30,meant i believe replied jane to go to epsom the place where they last changed horses see the postilions and try if anything could be made out from them,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.26638370118845534,0.07809847198641766,0.2835314091680815,0.45500848896434637,0.2707555178268252,-1.4108809536138365,-1.1369267639067715,-1.7093841963263245,-1.1386975148110163
4184,4185,"4184,His principal object must be to discover the number of the hackney coach which took them from Clapham.",0.4,-1,0,1,107,18,principal object must be to discover the number of the hackney coach which took them from clapham,-0.060729748560502644,0.15000000000000002,-0.003324088149947782,0.16286867317581544,-0.9117963421726424,-1.0,-0.7020895676338372,-1.166574125485841,-0.27926124506935823,0.0,-0.18250056809506168,0.0,0.2438417481427797,1.0,0.2625918194119763,0.777623542476402,0.2657894736842109,0.07640067911714771,0.27843803056027167,0.4533106960950764,0.26848471986417666,-1.4151354736543151,-1.1501944955845094,-1.7278865501843597,-1.1503010246246281
4185,4186,"4185,It had come with a fare from London; and as he thought that the circumstance of a gentleman and ladys removing from one carriage into another might be remarked he meant to make enquiries at Clapham.",1.0,0,0,1,203,36,had come with a fare from london and as he thought that the circumstance of a gentleman and ladys removing from one carriage into another might be remarked he meant to make enquiries at clapham,0.43501013426155843,0.75,0.06407440222970508,0.259282202578238,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,0.2438417481427797,1.0,-0.023755371087633547,0.38891974451541245,0.26842105263157934,0.07470288624787776,0.2801358234295416,0.4567062818336163,0.2699915110356537,-1.3962940277607647,-1.1634622272622475,-1.7217190988983482,-1.1270940049974048
4186,4187,"4186,""If he could anyhow discover at what house the coachman had before set down his fare, he determined to make enquiries there, and hoped it might not be impossible to find out the stand and number of the coach.""",0.0,-1,2,0,214,39,he could anyhow discover at what house the coachman had before set down his fare he determined to make enquiries there and hoped it might not be impossible to find out the stand and number of the coach,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.9117963421726424,-1.0,-0.3905972588876576,-0.5385798513201744,0.4240854820377771,1.0,0.05791396063746565,0.4702923392716382,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.2655348047538204,0.06621392190152801,0.27164685908319186,0.4533106960950764,0.26417657045840415,-1.416958839385949,-1.2298008856509361,-1.7525563553284067,-1.1503010246246281
4187,4188,"4187,""I do not know of any other designs that he had formed; but he was in such a hurry to be gone, and his spirits so greatly discomposed, that I had difficulty in finding out even so much as this.""",-0.25,-1,0,0,199,40,do not know of any other designs that he had formed but he was in such a hurry to be gone and his spirits so greatly discomposed that i had difficulty in finding out even so much as this,-0.5977812882844022,-0.5,-0.34828553371730187,-0.33059861796919404,-0.9117963421726424,-1.0,-0.38392038467702133,-0.5251187203199201,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.2639219015280139,0.06112054329371817,0.26485568760611206,0.4533106960950764,0.26080220713073016,-1.428506822352964,-1.2696040806841498,-1.7772261604724537,-1.1503010246246281
4188,4189,"4188,""The whole party were in hopes of a letter from Mr. Bennet the next morning, but the post came in without bringing a single line from him.""",0.6,0,2,0,144,27,whole party were in hopes of a letter from mr bennet the next morning but the post came in without bringing a single line from him,0.10451687904685103,0.35,-0.0032742510250898084,0.16293996517472759,-0.17447413877675547,0.0,-0.12345552172010059,0.0,0.4240854820377771,1.0,0.1647253025401064,0.6792337710102408,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.2636672325976234,0.06112054329371817,0.2631578947368421,0.45840407470288624,0.2615874363327675,-1.4303301880845978,-1.2696040806841498,-1.7833936117584657,-1.115490495183793
4189,4190,"4189,""His family knew him to be, on all common occasions, a most negligent and dilatory correspondent; but at such a time they had hoped for exertion.""",-0.75,-1,0,-1,151,26,family knew him to be on all common occasions a most negligent and dilatory correspondent but at such a time they had hoped for exertion,-1.0108978573027865,-1.0,-0.6220724138365525,-0.7222507049474494,-0.9117963421726424,-1.0,-0.5241167738118498,-0.8077662437524029,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-1.0856091896722273,-1.0,-0.7069202694465818,-0.5384467512495195,0.2649405772495759,0.06281833616298811,0.26825127334465193,0.4634974533106961,0.264876910016978,-1.421213359426428,-1.256336349006412,-1.7648912579004303,-1.0806799657429578
4190,4191,"4190,They were forced to conclude that he had no pleasing intelligence to send; but even of _that_ they would have been glad to be certain.",2.55,3,2,1,139,25,were forced to conclude that he had no pleasing intelligence to send but even of that they would have been glad to be certain,1.7156714982185497,2.3,0.9633683912303341,1.5457221059282003,2.0374924714109053,3.0,1.126588360755677,2.5201919232307075,0.4240854820377771,1.0,0.19249226540577358,0.7335507459011037,0.2438417481427797,1.0,0.10225698377015155,0.5599760095961616,0.25942275042444857,0.05602716468590832,0.2631578947368421,0.4567062818336163,0.2588285229202038,-1.4607196169451626,-1.309407275717363,-1.7833936117584657,-1.1270940049974048
4191,4192,"4191,Mr. Gardiner had waited only for the letters before he set off.",0.0,0,0,0,68,12,gardiner had waited only for the letters before he set off,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.262563667232598,0.05602716468590832,0.266553480475382,0.45840407470288624,0.26088709677419364,-1.4382314395883444,-1.309407275717363,-1.771058709186442,-1.115490495183793
4192,4193,"4192,""When he was gone, they were certain at least of receiving constant information of what was going on, and their uncle promised, at parting, to prevail on Mr. Bennet to return to Longbourn, as soon as he could, to the great consolation of his sister, who considered it as the only security for her husbands not being killed in a duel.""",2.8,1,2,4,339,61,he was gone they were certain at least of receiving constant information of what was going on and their uncle promised at parting to prevail on mr bennet to return to longbourn as soon as he could to the great consolation of his sister who considered it as the only security for her husbands not being killed in a duel,1.9222297827277417,2.55,0.2837675830561284,0.5735532616154092,0.5628480646191314,1.0,0.047355807027750586,0.34436977544664815,0.4240854820377771,1.0,-0.02877870666487169,0.3007065096703263,2.2380181548652898,4.0,0.36615801666442793,0.9182101294869696,0.2634125636672329,0.057724957555178265,0.2699490662139219,0.45840407470288624,0.26237266553480487,-1.4321535538162318,-1.2961395440396253,-1.7587238066144186,-1.115490495183793
4193,4194,"4193,""Mrs. Gardiner and the children were to remain in Hertfordshire a few days longer, as the former thought her presence might be serviceable to her nieces.""",0.4,0,0,1,159,26,gardiner and the children were to remain in hertfordshire a few days longer as the former thought her presence might be serviceable to her nieces,-0.060729748560502644,0.15000000000000002,-0.08612920879052385,0.04441596171921729,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,0.2438417481427797,1.0,0.08639698272709524,0.5384467512495195,0.26595925297113787,0.05602716468590832,0.27164685908319186,0.46519524617996605,0.26470713073005103,-1.4139198964998927,-1.309407275717363,-1.7525563553284067,-1.0690764559293457
4194,4195,"4194,""She shared in their attendance on Mrs. Bennet, and was a great comfort to them in their hours of freedom.""",3.2,3,8,2,112,20,shared in their attendance on mrs bennet and was a great comfort to them in their hours of freedom,2.2527230379424497,2.95,1.6659484666848974,2.5507627883059243,2.0374924714109053,3.0,1.4389431539780098,3.149925037481259,2.534125663359183,4.0,1.6922761966937219,3.667387137428607,0.9085672170502831,2.0,0.7209318463472703,1.399800099950025,0.26587436332767433,0.057724957555178265,0.27504244482173174,0.4685908319185059,0.2668081494057726,-1.4145276850771042,-1.2961395440396253,-1.7402214527563833,-1.0458694363021224
4195,4196,"4195,""Their other aunt also visited them frequently, and always, as she said, with the design of cheering and heartening them upthough, as she never came without reporting some fresh instance of Wickhams extravagance or irregularity, she seldom went away without leaving them more dispirited than she found them.""",2.3,-1,3,2,313,48,other aunt also visited them frequently and always as she said with the design of cheering and heartening them upthough as she never came without reporting some fresh instance of wickhams extravagance or irregularity she seldom went away without leaving them more dispirited than she found them,1.5091132137093575,2.05,0.30816323111356575,0.608451232148989,-0.9117963421726424,-1.0,-0.3405186162192966,-0.4376171630910228,0.7757588455913448,1.5,0.11051872265236252,0.5731963389393858,0.9085672170502831,2.0,0.11952760323549404,0.5834201208081651,0.2678268251273348,0.05602716468590832,0.2801358234295416,0.4685908319185059,0.2681451612903226,-1.4005485478012443,-1.309407275717363,-1.7217190988983482,-1.0458694363021224
4196,4197,"4196,""All Meryton seemed striving to blacken the man who, but three months before, had been almost an angel of light.""",1.5,2,0,1,118,20,meryton seemed striving to blacken the man who but three months before had been almost an angel of light,0.8481267032799428,1.25,0.6361242180474656,1.0775993700150692,1.3001702680150182,2.0,0.9181435954119732,2.099950024987506,-0.27926124506935823,0.0,-0.18250056809506168,0.0,0.2438417481427797,1.0,0.20533510149376347,0.6999000499750125,0.2709677419354842,0.06112054329371817,0.2835314091680815,0.47198641765704585,0.2719015280135824,-1.3780603704444265,-1.2696040806841498,-1.7093841963263245,-1.0226624166748988
4197,4198,"4197,""He was declared to be in debt to every tradesman in the place, and his intrigues, all honoured with the title of seduction, had been extended into every tradesmans family.""",-0.2,-1,1,-1,178,30,was declared to be in debt to every tradesman in the place and his intrigues all honoured with the title of seduction had been extended into every tradesmans family,-0.5564696313825638,-0.45,-0.35332822320664514,-0.3378121844542805,-0.9117963421726424,-1.0,-0.4707130747659652,-0.700099966677774,0.07241211848420942,0.5,-0.02624314113978196,0.305666513745195,-1.0856091896722273,-1.0,-0.6540500760328078,-0.4666777740753082,0.2732597623089986,0.06281833616298811,0.28862478777589134,0.47538200339558573,0.27502122241086596,-1.3616500788597212,-1.256336349006412,-1.6908818424682892,-0.9994553970476753
4198,4199,"4198,Everybody declared that he was the wickedest young man in the world; and everybody began to find out that they had always distrusted the appearance of his goodness.",1.4,1,3,2,169,28,declared that he was the wickedest young man in the world and everybody began to find out that they had always distrusted the appearance of his goodness,0.7655033894762658,1.15,0.3333212421108741,0.6444397627426612,0.5628480646191314,1.0,0.24859728680922455,0.7500892538379149,0.7757588455913448,1.5,0.3197434929111445,0.9824761239728635,0.9085672170502831,2.0,0.4264103212613684,1.0,0.2807300509337864,0.06960950764006792,0.30390492359932086,0.48047538200339557,0.2836799660441427,-1.308164684065127,-1.2032654222954606,-1.6353747808941836,-0.9646448676068401
4199,4200,"4199,""Elizabeth, though she did not credit above half of what was said, believed enough to make her former assurance of her sisters ruin more certain; and even Jane, who believed still less of it, became almost hopeless, more especially as the time was now come when, if they had gone to Scotland, which she had never before entirely despaired of, they must in all probability have gained some news of them.""",0.2,1,-1,0,408,71,though she did not credit above half of what was said believed enough to make her former assurance of her sisters ruin more certain and even jane who believed still less of it became almost hopeless more especially as the time was now come when if they had gone to scotland which she had never before entirely despaired of they must in all probability have gained some news of them,-0.22597637616785637,-0.04999999999999999,-0.23840358831426464,-0.17341251314347814,0.5628480646191314,1.0,0.023301261365470442,0.29587382058864947,-0.6309346086229259,-0.5,-0.2485375401120726,-0.12917972225733423,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.2825127334465199,0.0730050933786078,0.31239388794567063,0.4855687606112054,0.2883701188455009,-1.2954011239436893,-1.176729958939985,-1.6045375244641247,-0.9298343381660048
4200,4201,"4200,""Mr. Gardiner left Longbourn on Sunday; on Tuesday his wife received a letter from him; it told them that, on his arrival, he had immediately found out his brother, and persuaded him to come to Gracechurch Street; that Mr. Bennet had been to Epsom and Clapham, before his arrival, but without gaining any satisfactory information; and that he was now determined to enquire at all the principal hotels in town, as Mr. Bennet thought it possible they might have gone to one of them, on their first coming to London, before they procured lodgings.""",4.45,2,4,7,550,94,gardiner left longbourn on sunday on tuesday his wife received a letter from him it told them that on his arrival he had immediately found out his brother and persuaded him to come to gracechurch street that mr bennet had been to epsom and clapham before his arrival but without gaining any satisfactory information and that he was now determined to enquire at all the principal hotels in town as mr bennet thought it possible they might have gone to one of them on their first coming to london before they procured lodgings,3.28551446048841,4.2,0.3012381851860578,0.5985449550887171,1.3001702680150182,2.0,0.09824853459106625,0.44697372619934045,1.1274322091449125,2.0,0.017022264919636525,0.3903011201996937,4.2321945615878,7.0,0.4579506324793237,1.0428145941921072,0.28429541595925334,0.07470288624787776,0.31239388794567063,0.4855687606112054,0.28924023769100177,-1.2826375638222522,-1.1634622272622475,-1.6045375244641247,-0.9298343381660048
4201,4202,"4201,""Mr. Gardiner himself did not expect any success from this measure, but as his brother was eager in it, he meant to assist him in pursuing it.""",3.1,2,4,5,148,27,gardiner himself did not expect any success from this measure but as his brother was eager in it he meant to assist him in pursuing it,2.1700997241387725,2.85,1.1186840223396226,1.7679010906837984,1.3001702680150182,2.0,0.6481993592059563,1.555720103665309,1.1274322091449125,2.0,0.5119511731752745,1.3584675420204817,2.9027436237727935,5.0,1.5996033815418988,2.592558311736394,0.2865025466893043,0.0730050933786078,0.3140916808149406,0.4872665534804754,0.29021646859083206,-1.2668350608147583,-1.176729958939985,-1.598370073178113,-0.9182308283523929
4202,4203,"4202,He added that Mr. Bennet seemed wholly disinclined at present to leave London and promised to write again very soon.",0.0,0,-2,0,121,20,added that mr bennet seemed wholly disinclined at present to leave london and promised to write again very soon,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.9826079721764936,-1.0,-0.6511947592922576,-0.9168467843571517,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.29711375212224145,0.07979626485568761,0.3378607809847199,0.5042444821731749,0.30475382003395596,-1.1908614886633462,-1.1236590322290338,-1.5120257551739484,-0.8021957302162753
4203,4204,"4203,There was also a postscript to this effect:",0.0,0,0,0,48,8,was also a postscript to this effect,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.30186757215619736,0.08488964346349745,0.3531409168081494,0.5110356536502547,0.3127334465195247,-1.1568253283395131,-1.0838558371958205,-1.4565186935998427,-0.7557816909618278
4204,4205,"4204,""I have written to Colonel Forster to desire him to find out, if possible, from some of the young mans intimates in the regiment, whether Wickham has any relations or connections who would be likely to know in what part of town he has now concealed himself.""",1.1,0,1,1,263,47,have written to colonel forster to desire him to find out if possible from some of the young mans intimates in the regiment whether wickham has any relations or connections who would be likely to know in what part of town he has now concealed himself,0.5176334480652354,0.8500000000000001,0.011093306527889542,0.18349275389109568,-0.17447413877675547,0.0,-0.12345552172010059,0.0,0.07241211848420942,0.5,-0.08274976224677524,0.1951298038181941,0.2438417481427797,1.0,-0.09079576664162646,0.29791533716230595,0.3010186757215624,0.0831918505942275,0.3531409168081494,0.5093378607809848,0.311672325976231,-1.1629032141116262,-1.097123568873558,-1.4565186935998427,-0.7673852007754397
4205,4206,"4205,""If there were anyone that one could apply to with a probability of gaining such a clue as that, it might be of essential consequence.""",1.35,1,2,2,140,25,there were anyone that one could apply to with a probability of gaining such a clue as that it might be of essential consequence,0.7241917325744275,1.1,0.38176244870659065,0.7137349008102477,0.5628480646191314,1.0,0.29322577243849185,0.8400639744102358,0.4240854820377771,1.0,0.19249226540577358,0.7335507459011037,0.9085672170502831,2.0,0.5147756109000464,1.1199520191923231,0.30543293718166425,0.0865874363327674,0.35823429541595925,0.5144312393887945,0.3161714770797963,-1.1312982080966385,-1.0705881055180828,-1.4380163397418075,-0.7325746713346047
4206,4207,"4206,At present we have nothing to guide us.",0.85,0,0,2,44,8,present we have nothing to guide us,0.3110751635560432,0.6,1.0137718192497138,1.6178242014195918,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,0.9085672170502831,2.0,2.2657910069570284,3.4968789013732837,0.3096774193548391,0.09168081494057725,0.366723259762309,0.5178268251273345,0.32147707979626494,-1.1009087792360739,-1.0307849104848692,-1.4071790833117486,-0.709367651707381
4207,4208,"4207,""Colonel Forster will, I dare say, do everything in his power to satisfy us on this head.""",1.0,1,0,1,95,17,forster will i dare say do everything in his power to satisfy us on this head,0.43501013426155843,0.75,0.4400740576314799,0.7971496477862366,0.5628480646191314,1.0,0.4891958108434736,1.2351557907113462,-0.27926124506935823,0.0,-0.18250056809506168,0.0,0.2438417481427797,1.0,0.2962692716619304,0.8233392122281011,0.3103565365025471,0.09168081494057725,0.366723259762309,0.5195246179966044,0.3220713073005095,-1.0960464706183835,-1.0307849104848692,-1.4071790833117486,-0.6977641418937691
4208,4209,"4208,""But, on second thoughts, perhaps, Lizzy could tell us what relations he has now living, better than any other person.""",0.8,1,2,0,124,20,on second thoughts perhaps lizzy could tell us what relations he has now living better than any other person,0.2697635066542048,0.55,0.21207893919675871,0.47100266836589405,0.5628480646191314,1.0,0.3973440368459363,1.049975012493753,0.4240854820377771,1.0,0.28619362310213425,0.9168467843571517,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.3138370118845505,0.09507640067911714,0.3684210526315789,0.5212224108658744,0.32463921901528026,-1.0711271389527202,-1.0042494471293937,-1.401011632025737,-0.6861606320801573
4209,4210,"4209,Elizabeth was at no loss to understand from whence this deference to her authority proceeded; but it was not in her power to give any information of so satisfactory a nature as the compliment deserved.",2.2,2,-1,4,206,35,was at no loss to understand from whence this deference to her authority proceeded but it was not in her power to give any information of so satisfactory a nature as the compliment deserved,1.426489899905681,1.9500000000000002,0.4891696110666418,0.867380828900023,1.3001702680150182,2.0,0.47187148010260144,1.2002285061411027,-0.6309346086229259,-0.5,-0.3164418815177394,-0.2620123415450815,2.2380181548652898,4.0,0.8684976670679826,1.6001142530705514,0.31595925297113797,0.09507640067911714,0.37181663837011886,0.5229202037351444,0.3264431239388796,-1.0559324245224373,-1.0042494471293937,-1.3886767294537135,-0.6745571222665454
4210,4211,"4210,""She had never heard of his having had any relations, except a father and mother, both of whom had been dead many years.""",-1.0,-1,-3,0,126,23,had never heard of his having had any relations except a father and mother both of whom had been dead many years,-1.2174561418119787,-1.25,-0.799342897451063,-0.9758361026006438,-0.9117963421726424,-1.0,-0.576354225192782,-0.9130812690134724,-1.3342813357300614,-1.5,-0.7938806701717169,-1.1959650687735728,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.3217317487266558,0.09507640067911714,0.38030560271646857,0.5246179966044142,0.33043293718166394,-1.0146028012720694,-1.0042494471293937,-1.3578394730236547,-0.6629536124529343
4211,4212,"4211,""It was possible, however, that some of his companions in the shire might be able to give more information; and though she was not very sanguine in expecting it, the application was a something to look forward to.""",1.6,0,0,3,219,38,was possible however that some of his companions in the shire might be able to give more information and though she was not very sanguine in expecting it the application was a something to look forward to,0.9307500170836197,1.35,0.23770621053106689,0.5076624757944608,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,1.5732926859577865,3.0,0.5040312425533325,1.105367008681926,0.3224957555178272,0.09507640067911714,0.38200339558573854,0.5263157894736842,0.3314728353140918,-1.0091327040771678,-1.0042494471293937,-1.351672021737643,-0.6513501026393224
4212,4213,"4212,Every day at Longbourn was now a day of anxiety; but the most anxious part of each was when the post was expected.",-1.75,-2,-4,-2,119,23,day at longbourn was now a day of anxiety but the most anxious part of each was when the post was expected,-1.8371309953395552,-2.0,-1.1944418930648948,-1.5410251508405395,-1.649118545568529,-2.0,-1.0292529286654633,-1.8261625380269448,-1.685954699283629,-2.0,-0.9976740375306019,-1.594620091698097,-1.7503346585797308,-2.0,-1.207010088776403,-1.2172968274663192,0.32385398981324315,0.0967741935483871,0.38030560271646857,0.5280135823429541,0.3322368421052632,-0.9994080868417873,-0.9909817154516559,-1.3578394730236547,-0.6397465928257106
4213,4214,"4213,The arrival of letters was the grand object of every mornings impatience.",0.0,-1,3,-1,78,12,arrival of letters was the grand object of every mornings impatience,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.9117963421726424,-1.0,-0.9911656938188848,-1.749375520399667,0.7757588455913448,1.5,0.9888446566163318,2.29135355807493,-1.0856091896722273,-1.0,-1.1693033473163355,-1.166111573688593,0.3258064516129036,0.09847198641765705,0.38200339558573854,0.5314091680814941,0.3344227504244483,-0.9854289495659273,-0.9777139837739183,-1.351672021737643,-0.6165395731984867
4214,4215,"4214,""Through letters, whatever of good or bad was to be told would be communicated, and every succeeding day was expected to bring some news of importance.""",1.25,1,5,2,157,26,letters whatever of good or bad was to be told would be communicated and every succeeding day was expected to bring some news of importance,0.6415684187707505,1.0,0.3100027253739321,0.6110826283858839,0.5628480646191314,1.0,0.27720573037164864,0.8077662437524029,1.47910557269848,2.5,0.7189383751821289,1.7633702571113614,0.9085672170502831,2.0,0.4830556088139338,1.076893502499039,0.32538200339558615,0.09847198641765705,0.3853989813242784,0.533106960950764,0.33558998302207144,-0.9884678924519835,-0.9777139837739183,-1.3393371191656196,-0.6049360633848749
4215,4216,"4215,""But before they heard again from Mr. Gardiner, a letter arrived for their father, from a different quarter, from Mr. Collins; which, as Jane had received directions to open all that came for him in his absence, she accordingly read; and Elizabeth, who knew what curiosities his letters always were, looked over her, and read it likewise.""",0.35,-1,0,0,344,57,before they heard again from mr gardiner a letter arrived for their father from a different quarter from mr collins which as jane had received directions to open all that came for him in his absence she accordingly read and elizabeth who knew what curiosities his letters always were looked over her and read it likewise,-0.10204140546234111,0.09999999999999998,-0.1981261869062338,-0.11579569705409737,-0.9117963421726424,-1.0,-0.3062515078086183,-0.3685318365199088,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.3288624787775895,0.10526315789473684,0.3870967741935484,0.5382003395585738,0.3398556876061122,-0.9635485607863207,-0.924643057062967,-1.3331696678796077,-0.57012553394404
4216,4217,"4216,It was as follows:",0.0,0,0,0,23,4,was as follows,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.3316638370118849,0.10865874363327674,0.3870967741935484,0.5415959252971138,0.34225382003395594,-0.9434915377383479,-0.8981075937074914,-1.3331696678796077,-0.5469185143168163
4217,4218,"4217,""My dear Sir, I feel myself called upon, by our relationship, and my situation in life, to condole with you on the grievous affliction you are now suffering under, of which we were yesterday informed by a letter from Hertfordshire.""",-1.5,-3,0,-1,237,40,dear sir i feel myself called upon by our relationship and my situation in life to condole with you on the grievous affliction you are now suffering under of which we were yesterday informed by a letter from hertfordshire,-1.630572710830363,-1.75,-0.7269920191407071,-0.8723381830779169,-2.386440748964416,-3.0,-0.9048501105908627,-1.5753561609597602,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-1.0856091896722273,-1.0,-0.5681244492712322,-0.35003749062734324,0.33242784380305634,0.10696095076400679,0.3837011884550085,0.5432937181663837,0.34159592529711386,-0.9380214405434465,-0.9113753253852291,-1.345504570451631,-0.5353150045032044
4218,4219,"4218,""Be assured, my dear sir, that Mrs. Collins and myself sincerely sympathise with you and all your respectable family, in your present distress, which must be of the bitterest kind, because proceeding from a cause which no time can remove.""",2.3,1,1,4,244,40,assured my dear sir that mrs collins and myself sincerely sympathise with you and all your respectable family in your present distress which must be of the bitterest kind because proceeding from a because which no time can remove,1.5091132137093575,2.05,0.42427569654644476,0.7745500948526006,0.5628480646191314,1.0,0.13700934123682018,0.5251187203199201,0.07241211848420942,0.5,-0.06529773423032922,0.2292689846911598,2.2380181548652898,4.0,0.7211895802862124,1.400149962509373,0.3306451612903229,0.10526315789473684,0.38200339558573854,0.5432937181663837,0.3403013582342955,-0.9507850006648838,-0.924643057062967,-1.351672021737643,-0.5353150045032044
4219,4220,"4219,""No arguments shall be wanting on my part that can alleviate so severe a misfortuneor that may comfort you, under a circumstance that must be of all others the most afflicting to a parents mind.""",1.0,0,-1,1,200,35,arguments shall be wanting on my part that can alleviate so severe a misfortuneor that may comfort you under a circumstance that must be of all others the most afflicting to a parents mind,0.43501013426155843,0.75,0.0736893305034076,0.27303635589231073,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.6309346086229259,-0.5,-0.3164418815177394,-0.2620123415450815,0.2438417481427797,1.0,-0.015571815752811802,0.40002856326763786,0.3297962648556879,0.10526315789473684,0.37860780984719866,0.5415959252971138,0.3388157894736843,-0.9568628864369968,-0.924643057062967,-1.3640069243096664,-0.5469185143168163
4220,4221,"4220,The death of your daughter would have been a blessing in comparison of this.",0.6,0,1,1,81,14,death of your daughter would have been a blessing in comparison of this,0.10451687904685103,0.35,0.24658369422101317,0.5203617147527647,-0.17447413877675547,0.0,-0.12345552172010059,0.0,0.07241211848420942,0.5,0.15220930934447763,0.6547503267304285,0.2438417481427797,1.0,0.4261474119235309,0.9996431120628125,0.3327674023769103,0.10865874363327674,0.38879456706281834,0.5466893039049237,0.34422750424448223,-0.9355902862346014,-0.8981075937074914,-1.327002216593596,-0.5121079848759806
