,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
2670,2670,"'I come back from the office,' said Louis.",-0.03511380372755341,-0.057202828643678635,-0.06721830939996709,-0.06519378050155568,-0.03808815897971415,-0.008483165795995944,-0.08570079541503844,-0.11293573056926309,-0.006022344713024023,-0.10379604729511178,0.006087426597351655,-0.0788974505543227,-1.2634499923953346,-1.547724474124959,-1.2312208573451466,-0.8818660790705037,-0.47255214947681995,-1.460133584764852,-0.3559009325098473,-0.9192388281703427,-0.5784986871941418,-0.8951234689955565,-0.19302998977322147,-1.1199087812262454,-0.27723180019591787,-1.641434823368595,-1.386543065620963,-0.9035812092071688,-1.5511205764310745,-1.6383288751970972,-0.8319438533742011
2671,2671,"'I hang my coat here, place my stick there--I like to fancy that Richelieu walked with such a cane. Thus I divest myself of my authority. I have been sitting at the right hand of a director at a varnished table. The maps of our successful undertakings confront us on the wall. We have laced the world together with our ships. The globe is strung with our lines. I am immensely respectable. All the young ladies in the office acknowledge my entrance. I can dine where I like now, and without vanity may suppose that I shall soon acquire a house in Surrey, two cars, a conservatory and some rare species of melon. But I still return, I still come back to my attic, hang up my hat and resume in solitude that curious attempt which I have made since I brought down my fist on my master's grained oak door.",-0.037010172299340234,-0.05917926789366182,-0.06721830939996709,-0.06653006205427955,-0.04059523033884371,-0.008483165795995944,-0.09220934879526914,-0.11637636351052211,-0.006022344713024023,-0.1085614736176887,0.006087426597351655,-0.07913009843409295,-1.3211825481181616,-1.6085314002971578,-1.2312208573451466,-0.9685865114645825,-0.5103097006353345,-1.460133584764852,-0.5692016846998219,-0.9473989204918688,-0.5784986871941418,-0.9412955064248779,-0.19302998977322147,-1.1204142799851464,-0.3217561178736618,-1.6064651901872804,-1.3654198233259816,-0.9776998732835334,-1.5530364572383286,-1.6098286849190264,-0.9182089415738482
2672,2672,I open a little book.,-0.037010172299340234,-0.05917926789366182,-0.06721830939996709,-0.06905414943164687,-0.03904443001916837,-0.008483165795995944,-0.09409566595206098,-0.11653519410590722,-0.006022344713024023,-0.10871291548790156,0.006087426597351655,-0.07936854285357217,-1.3211825481181616,-1.6085314002971578,-1.2312208573451466,-1.0454736690816269,-0.48588368348308725,-1.460133584764852,-0.5692016846998219,-0.9473989204918688,-0.5784986871941418,-0.9566861855679852,-0.19302998977322147,-1.120714377715721,-0.42118578036406074,-1.6881793507535392,-1.3708787179333886,-0.9857986535588497,-1.5620561319318862,-1.6383288751970972,-0.9890128716887283
2673,2673,I read one poem.,-0.03852726715676969,-0.06076041929364837,-0.06934353847603299,-0.06905414943164687,-0.0391717095270467,-0.01233758690098556,-0.09409566595206098,-0.11653519410590722,-0.0031019494380089088,-0.10460401463564299,0.006422590729455149,-0.0812879589711763,-1.3719846052786744,-1.6620387654307227,-1.2575680376182277,-1.0584927213618947,-0.49152576585939645,-1.5396439479428778,-0.5692016846998219,-0.9999644261587181,-0.6074955179179272,-0.9566861855679852,-0.27087284589363053,-1.1203367739771615,-0.47269782399516735,-1.686985067455542,-1.3019125559401217,-0.98724919972461,-1.6110966208248227,-1.6098286849190264,-0.9279672587653328
2674,2674,One poem is enough.,-0.03663089858498287,-0.05878398004366518,-0.06451731807531909,-0.07101402904230855,-0.03930233849565866,-0.006532373052601501,-0.09409566595206098,-0.11471212538607023,-0.0019921992335031656,-0.10052590141633981,0.006958885145798763,-0.07834467263200091,-1.2520976971680482,-1.5357676471816875,-1.1348134927179636,-1.118464490888647,-0.4923856200734006,-1.3241265032675662,-0.5692016846998219,-0.9530309389561741,-0.5495018564703562,-0.9566861855679852,-0.15410856171301707,-1.0491850713208202,-0.47517315732134585,-1.7171665620511065,-1.3313523791319442,-1.0604294349925631,-1.5638960414531158,-1.5528283043628852,-0.8807983792561552
2675,2675,O western wind,-0.0385272671567697,-0.06076041929364837,-0.06644195614572998,-0.07174898389630667,-0.041779264708185465,-0.008212660954861466,-0.09409566595206098,-0.11692878746727818,-0.004912594508518281,-0.10182258775927952,0.0060283967223406735,-0.08076193448827074,-1.274318968226434,-1.5591722439777629,-1.1563258753280206,-1.1473007112809492,-0.4623895084104404,-1.3294136705672268,-0.5692016846998219,-0.9811910312777006,-0.5784986871941418,-0.9566861855679852,-0.19302998977322147,-1.0490552484914673,-0.5229895183502131,-1.6522432845422088,-1.328442219294227,-0.981397782164521,-1.5646323368928527,-1.5528283043628852,-0.8472751210387467
2676,2676,"O western wind, you are at enmity with my mahogany table and spats, and also, alas, with the vulgarity of my mistress, the little actress, who has never been able to speak English correctly--",-0.03359670887012396,-0.055621677243692096,-0.06421223143107296,-0.06825980428641656,-0.040129655296867746,-0.004201210691092262,-0.0868745358969064,-0.1124160480071697,-0.004912594508518281,-0.09686383729102797,0.0060283967223406735,-0.07978839516760597,-1.1894651842075932,-1.469799831555264,-1.1274639854035775,-1.127610178713439,-0.40788812242086625,-1.2262312787156748,-0.6793497194951935,-0.9079747912417319,-0.5495018564703562,-0.8643421107093421,-0.11518713365281255,-0.9777905370750961,-0.4460138891517653,-1.5821468333363764,-1.4235571484146472,-0.9626640866672002,-1.5009842286134243,-1.4958279238067431,-0.802691884692655
2677,2677,"O western wind, when wilt thou blow",-0.025631960868619307,-0.049955884727073636,-0.06020389713914689,-0.059440346038439,-0.03532150441372747,-0.002447275583368827,-0.08416159628169564,-0.10478312329824584,-0.00745917918833146,-0.09132261809118854,0.005809431210861997,-0.07782885335198925,-1.0834890803467183,-1.3975078837564356,-1.080592575362798,-1.0324439147654063,-0.31038630256946753,-1.2075062506997511,-0.6793497194951935,-0.8272491932533564,-0.49150819502278464,-0.8181700732800206,-0.07626570559260804,-0.9072129129617976,-0.39787021947422685,-1.4550938621646696,-1.4200904390762734,-0.96200091315007,-1.4374354995436402,-1.4388275432506017,-0.8327387732001355
2678,2678,"Rhoda, with her intense abstraction, with her unseeing eyes the colour of snail's flesh, does not destroy you, western wind, whether she comes at midnight when the stars blaze or at the most prosaic hour of midday.",-0.027907603154763493,-0.05496286416036437,-0.06373974724245969,-0.060665270795102554,-0.03940449704803468,-0.0024505432907419938,-0.0799283669668581,-0.09823345111486516,-0.005882165739823298,-0.09113289970432849,0.005676632228836127,-0.07792277326031935,-1.1056509300354178,-1.4461737519709463,-1.1161578969062913,-1.0372059021050841,-0.3057841688250138,-1.2078334850134715,-0.8142529602046868,-0.8985880938012232,-0.5495018564703562,-0.7412166775644847,-0.07626570559260804,-0.9071839851875064,-0.4739363219884641,-1.5801477652776523,-1.4931815129395638,-0.962015121173744,-1.437688232562533,-1.4388275432506017,-0.8323228935435236
2679,2679,She stands at the window and looks at the chimney-pots and the broken windows in the houses of poor people--,-0.030562519155265044,-0.05772987911034082,-0.06566438531287058,-0.05942797306109896,-0.04251447133921945,-0.006159640750621282,-0.08267107621063101,-0.09934038890463243,-0.008948580778589166,-0.08569097755492167,0.005374249990946846,-0.07892724959130083,-1.1402241688645194,-1.4825880827535303,-1.1290653264723258,-1.0774539152271434,-0.2745587091235791,-1.254191556465367,-0.8799325584421438,-0.9380122230513602,-0.5784986871941418,-0.7873887149938062,-0.15410856171301707,-0.8360206837597302,-0.5305450844922242,-1.712940614582205,-1.5987796075360934,-0.9621524100796405,-1.4338585279734457,-1.4388275432506017,-0.8721855380081391
2680,2680,"O western wind, when wilt thou blow",-0.032079614012694505,-0.05931103051032737,-0.06566438531287058,-0.056532696363530574,-0.04392291957771509,-0.008216230899402597,-0.08455739336742285,-0.10140240014296542,-0.008948580778589166,-0.08592313294936882,0.005374249990946846,-0.07956629768166222,-1.0667426219002056,-1.4051935010424812,-1.1290653264723258,-1.0096824037109597,-0.432626065133594,-1.1200178186024488,-0.8799325584421438,-0.9605402969085814,-0.5784986871941418,-0.8027793941369133,-0.19302998977322147,-0.8365090279973854,-0.5780342795931579,-1.7726560487594998,-1.5640080387389608,-1.0456843251685037,-1.4348350775244008,-1.4388275432506017,-0.9439517892838433
2681,2681,"'My task, my burden, has always been greater than other people's.",-0.030815368298169953,-0.057993404343671916,-0.06566438531287058,-0.05697812354777187,-0.04509523083448911,-0.005977891561901533,-0.08186716393028101,-0.09949921950001754,-0.008948580778589166,-0.08580747130123922,0.005374249990946846,-0.07972644095065422,-1.0223000797834334,-1.3583843074503306,-1.1290653264723258,-1.0378839083346463,-0.4410891886980576,-1.0226379090776792,-0.8799325584421438,-0.941766902027564,-0.5784986871941418,-0.7873887149938062,-0.15410856171301707,-0.7652607221080306,-0.5000755957232319,-1.6718828173309768,-1.5385664780712776,-1.0455156980748102,-1.3716442632802543,-1.4388275432506017,-0.9180816989828976
2682,2682,A pyramid has been set on my shoulders.,-0.030815368298169953,-0.057993404343671916,-0.06566438531287058,-0.056903885683731656,-0.040950273176609556,-0.007997179401783704,-0.08186716393028101,-0.1002146538046689,-0.008948580778589166,-0.08957826292311412,0.005374249990946846,-0.07862271879543045,-1.058446377134523,-1.3583843074503306,-1.1553102128419142,-0.9630627433873158,-0.4398275807252496,-1.0759750821722076,-0.8799325584421438,-0.941766902027564,-0.5784986871941418,-0.7873887149938062,-0.19302998977322147,-0.7734646367691871,-0.4733807112286263,-1.7055169830501102,-1.5778572318618496,-1.0390841349658886,-1.386204728730378,-1.4958279238067431,-0.9880066369044737
2683,2683,I have tried to do a colossal labour.,-0.03435525629883869,-0.06168275761030719,-0.0712934259879379,-0.06368922645700732,-0.036272751262081245,-0.003396521226449835,-0.08316341083395964,-0.10419865457224539,-0.010775699873726827,-0.09510034386462995,0.0044278697706360655,-0.06723497457186355,-1.0844121514343377,-1.3857328095404353,-1.1865627101205307,-0.9674966216624007,-0.5023852685852449,-1.0837412341787862,-0.8799325584421438,-1.009351123599227,-0.6944860100892842,-0.8181700732800206,-0.11518713365281255,-0.7734949880580794,-0.5220305056034281,-1.6275952089282013,-1.5366093092498507,-1.038061358600615,-1.3865387778825093,-1.5243281140848137,-1.078319203935159
2684,2684,"I have driven a violent, an unruly, a vicious team.",-0.03309101058431414,-0.060365131443651736,-0.06860854593268077,-0.05959129636198745,-0.035366722133631616,-0.0012105514813820126,-0.08316341083395964,-0.1021366433339124,-0.010775699873726827,-0.08959351805656048,0.0044278697706360655,-0.06604732926556856,-1.0571967636697772,-1.3570681496474544,-1.1470419397109086,-0.948319598518294,-0.416625616465346,-1.0042308710007608,-0.7291061501364204,-0.9905777287182095,-0.6654891793654981,-0.8181700732800206,-0.07626570559260804,-0.7022235484605895,-0.5223571604172379,-1.4952169702961415,-1.459115013076478,-1.024269867817862,-1.3230187977848058,-1.4673277335286725,-1.0028186516121464
2685,2685,"With my Australian accent I have sat in eating-shops and tried to make the clerks accept me, yet never forgotten my solemn and severe convictions and the discrepancies and incoherences that must be resolved.",-0.030056820869455228,-0.05720282864367864,-0.06555882514002305,-0.055805165295936474,-0.03188663243137961,0.0002772352749813379,-0.08369048608473305,-0.09903248046971921,-0.012089877747483628,-0.08962347359132786,0.004542713845808774,-0.06368336401766629,-1.0642766057773696,-1.3645250070645076,-1.1230771651330878,-0.9318035242184014,-0.4130081731395949,-1.024292811224516,-0.8713066515964043,-1.058161950289873,-0.6944860100892842,-0.9412955064248779,-0.15410856171301707,-0.7023552416476919,-0.4930115938649667,-1.45223591637303,-1.576028823867873,-1.0229291522326585,-1.323036938735674,-1.4673277335286725,-0.9422370139480704
2686,2686,"As a boy I dreamt of the Nile, was reluctant to awake, yet brought down my fist on the grained oak door.",-0.03195318944124205,-0.059179267893661826,-0.06814479649630324,-0.0617441944191537,-0.0319770678711879,-0.0037962259161093874,-0.08649782333378334,-0.10077404401560858,-0.012089877747483628,-0.09425132634682494,0.004542713845808774,-0.06320657656852888,-1.1027649762592544,-1.4050629578459737,-1.1603377048055679,-0.9512435625867627,-0.5066750156832315,-1.1367374451800902,-0.8713066515964043,-1.0863220426113993,-0.7234828408130697,-0.9720768647110923,-0.231951417833426,-0.7024118396519855,-0.5158921470060973,-1.4197216574871927,-1.6611189960441564,-0.9497448847373821,-1.3251610881434537,-1.4958279238067431,-1.018334074097858
2687,2687,"It would have been happier to have been born without a destiny, like Susan, like Percival, whom I most admire.",-0.03347028429867151,-0.06076041929364838,-0.07051729366981849,-0.06171449927353762,-0.03358480902333511,-0.0019555674817507405,-0.08684869751892069,-0.0981199011716732,-0.019066377571130843,-0.09504071016115785,0.0034400135760813593,-0.06076253189679092,-1.1025413635122532,-1.4048274372869443,-1.1682829259487926,-0.9862719152547151,-0.4873339277290206,-1.0706748634048233,-0.8713066515964043,-1.1088501164686204,-0.7524796715368552,-0.9720768647110923,-0.19302998977322147,-0.7730463468980627,-0.5668419948003106,-1.3511648078819118,-1.6404266618976608,-0.9644782026091997,-1.315189910985016,-1.4958279238067431,-1.0527302191597483
2688,2688,"O western wind, when wilt thou blow.",-0.0332174351557666,-0.06049689406031729,-0.06842119553767455,-0.05859650898384858,-0.037011307353848874,-0.005909815090818286,-0.08367122335889227,-0.09605788993334023,-0.017898219461124798,-0.09452286772216995,0.0037420313474820625,-0.05995036177713043,-1.1019612933200387,-1.404216477233105,-1.1426384637886675,-1.0453084707756963,-0.4530732398675923,-1.1642344541842697,-0.8713066515964043,-1.105095437492417,-0.7234828408130697,-0.9259048272817708,-0.27087284589363053,-0.7019767442228358,-0.6627592447833439,-1.3550524639757084,-1.6390404612276228,-0.9629820422119375,-1.3068047403126086,-1.4673277335286725,-1.0782626364151924
2689,2689,That the small rain down can rain?,-0.03422883172738624,-0.06155099499364166,-0.06975092253556668,-0.05993279053657245,-0.03986504789891018,-0.01541229923830515,-0.08466096459930258,-0.09567335270240786,-0.01848229851612782,-0.09568031630165388,0.003631140318049209,-0.06295209710026203,-1.1442189095233952,-1.4487243933736451,-1.1731700413227741,-1.107913751990951,-0.4855754810018275,-1.4040870335049689,-0.797044861686768,-1.1201141533972305,-0.7234828408130697,-0.9259048272817708,-0.38763713007424394,-0.7681210395741622,-0.6602358703515439,-1.3907308648714438,-1.6486623409297654,-0.9742906169187556,-1.3065207910307575,-1.4388275432506017,-1.1233399514529558
2690,2690,"'Life has been a terrible affair for me. I am like some vast sucker, some glutinous, some adhesive, some insatiable mouth.",-0.0318267648697896,-0.059047505276996294,-0.0665456042358536,-0.06018519927430919,-0.0395903921187517,-0.011903200345244187,-0.08768949766732115,-0.09638878700705919,-0.02101330775447425,-0.0957496578173191,0.0030248720525942077,-0.06840364859008509,-1.113452268369439,-1.416319368967711,-1.1173071772188081,-1.0957913481973602,-0.458864913535412,-1.340858010273825,-0.7437729988273222,-1.1069727769805184,-0.6654891793654981,-0.9874675438541997,-0.34871570201403945,-0.6969380770478605,-0.6580961553537602,-1.38460485098825,-1.6396211157645237,-1.063710356608074,-1.2537081714679787,-1.4388275432506017,-1.0616270382030353
2691,2691,I have tried to draw from the living flesh the stone lodged at the centre.,-0.0318267648697896,-0.059047505276996294,-0.0665456042358536,-0.0646394711167221,-0.03975284096433324,-0.011903200345244187,-0.08768949766732115,-0.09638878700705919,-0.02101330775447425,-0.0956517475971998,0.0030248720525942077,-0.06820567192564911,-1.113452268369439,-1.416319368967711,-1.1173071772188081,-1.1007345229638161,-0.5721461484188994,-1.340858010273825,-0.7437729988273222,-1.1069727769805184,-0.6654891793654981,-0.9874675438541997,-0.34871570201403945,-0.696678371810068,-0.6541652501333348,-1.3744693742830516,-1.6028914444254732,-0.985709944557724,-1.2535200799505926,-1.4388275432506017,-1.1463564081538253
2692,2692,"I have known little natural happiness, thought I chose my mistress in order that, with her cockney accent, she might make me feel at my ease.",-0.02740190486895368,-0.05707106602701312,-0.06329100573491571,-0.07369649052962834,-0.037115140636591715,-0.013838994585655882,-0.08768949766732115,-0.08899689469288642,-0.019334080471340557,-0.090801169893386,0.0033359642409506608,-0.07011581809924629,-1.0525792380231183,-1.3576097919178263,-1.0419517179554554,-1.0453767086940078,-0.6350256801767399,-1.3817657546414202,-0.7761388106035612,-1.078812684658992,-0.6074955179179272,-0.9874675438541997,-0.38763713007424394,-0.6965071393878146,-0.6288736365392328,-1.3125442333607251,-1.6026078306845235,-0.8955694755234682,-1.1938930688950713,-1.4388275432506017,-1.102258355270385
2693,2693,"But she only tumbled the floor with dirty under-linen, and the charwoman and the shop-boys called after me a dozen times a day, mocking my prim and supercilious gait.",-0.025505536297166856,-0.055094626777029934,-0.061061281020258706,-0.07087545169610017,-0.036909148801472856,-0.01188413447066799,-0.08539285634557468,-0.08619715713651471,-0.013493289921310329,-0.09136505509877561,0.0040512568301887516,-0.07084085482754099,-1.0227662744433186,-1.3262092302646278,-1.0130898280310114,-1.0591380002878366,-0.5801952673202538,-1.3382161351733874,-0.7761388106035612,-1.0506525923374657,-0.5784986871941418,-0.9566861855679852,-0.34871570201403945,-0.6251731311104403,-0.5784649278390106,-1.249781524496618,-1.6097725130211114,-0.8878682995261414,-1.1459222465163712,-1.3818271626944598,-1.1375284374066073
2694,2694,"O western wind, when wilt thou blow, That the small rain down can rain?",-0.019563581438901478,-0.04890178379374929,-0.054486540078173315,-0.06675525024186822,-0.029304198205743145,-0.00799416963775318,-0.07719844253305487,-0.07985995570573254,-0.007837921293503282,-0.08584824411245034,0.005679898231798505,-0.07011364392583394,-0.9275603932969807,-1.2259334514853493,-0.929253613767931,-0.9204888038760642,-0.5332906157325191,-1.2538826597067068,-0.6694884345085732,-0.962417636396683,-0.49150819502278464,-0.848951431566235,-0.27087284589363053,-0.553837878055724,-0.4759162962530013,-1.1399682267403555,-1.5879323315809588,-0.8693966253432437,-1.084519743314627,-1.3248267821383184,-1.0306280126391565
2695,2695,"'What has my destiny been, the sharp-pointed pyramid that has pressed on my ribs all these years?",-0.013495202009183648,-0.04521243052711402,-0.050085574331786474,-0.06713386334847332,-0.02483099339596687,-0.006161501058185262,-0.0731483429735388,-0.0752991490917575,-0.006426396910579309,-0.08202253401016858,0.006105635259147003,-0.07228094392247536,-0.8233688121946356,-1.1702440678595198,-0.8730985319128441,-0.8556047346194625,-0.5570709104382594,-1.2253727414640239,-0.5973796192085139,-0.909852130729834,-0.4335145335752137,-0.7873887149938062,-0.231951417833426,-0.48253767878208,-0.4503363635780647,-1.101935192462895,-1.594614895830119,-0.8695824587834948,-1.0212512863325909,-1.3248267821383184,-1.031489366842415
2696,2696,That I remember the Nile and the women carrying pitchers on their heads; that I feel myself woven in and out of the long summers and winters that have made the corn flow and have frozen the streams.,-0.017414363724209746,-0.04929707164374593,-0.050085574331786474,-0.0611205963612159,-0.024584808032044325,-0.01398094151813682,-0.0777416256170317,-0.0798320906889983,-0.0087627131305914,-0.08115021774310005,0.005247284152061294,-0.07245196267489785,-0.8849822702595556,-1.2351385619427975,-0.8730985319128441,-0.8512796865528283,-0.47363292414047414,-1.3995712193361547,-0.7075276540038855,-0.9868230497420059,-0.4625113642989992,-0.8797327898524494,-0.38763713007424394,-0.41135991240324565,-0.4502296468603955,-1.1407082354437892,-1.7011552446218736,-0.8701423806172812,-1.0241613277154513,-1.3818271626944598,-1.0324196536252925
2697,2697,I am not a single and passing being.,-0.018931458581639204,-0.05351347537704339,-0.05397295092554785,-0.0650552031553473,-0.0190615472822719,-0.015844283807736313,-0.0814996092140293,-0.08409822475100887,-0.008295449886588981,-0.08627982570595072,0.005282007664583494,-0.07314014160903336,-0.9038376440019187,-1.2856418312773097,-0.9170405997094441,-0.7776526040233707,-0.5153444123508019,-1.4314462769479552,-0.7075276540038855,-1.0281245184802443,-0.49150819502278464,-0.9105141481386636,-0.42655855813444843,-0.48259085524455225,-0.4002353557251599,-1.197625916717499,-1.7006633957779194,-0.957082159020728,-1.025872197353939,-1.4388275432506017,-1.102777293821208
2698,2698,My life is not a moment's bright spark like that on the surface of a diamond.,-0.0175407882956622,-0.0573345912603442,-0.05031077693479349,-0.06534473082510413,-0.024174499092173424,-0.021331238090785295,-0.08408781073626333,-0.0893013200007079,-0.009463607996595026,-0.09155699241413696,0.0050920431650359685,-0.07324709718597326,-0.8705998757930697,-1.3043472407197263,-0.8784903462549309,-0.8810704743901462,-0.507145963622419,-1.5158275059115245,-0.6878770475384323,-1.0825673636351953,-0.4625113642989992,-0.9566861855679852,-0.5433228423150618,-0.5532938146053001,-0.4224912419149959,-1.2474443047631374,-1.6934930513139708,-0.9593243440513415,-1.08848306148656,-1.4958279238067431,-1.1017301398470536
2699,2699,"I go beneath ground tortuously, as if a warder carried a lamp from cell to cell.",-0.02386201686828494,-0.06392272209362147,-0.05031077693479349,-0.06527791674746794,-0.027815362909640144,-0.02485482731438505,-0.08307491753321561,-0.09292586205241281,-0.009187792887288044,-0.09201769744421671,0.004745763511061578,-0.07535272036489946,-0.8495651046095913,-1.3477251982447578,-0.8462217723398451,-0.9530681126704927,-0.5189955309609583,-1.5585689593907799,-0.7644969395776693,-1.1576609431592655,-0.4625113642989992,-0.9412955064248779,-0.6211656984354709,-0.5535233579305822,-0.39463353619467256,-1.3108657556452903,-1.7717327245948402,-1.050440103308168,-1.0892045759735531,-1.5528283043628852,-1.1031297638382245
2700,2700,"My destiny has been that I remember and must weave together, must plait into one cable the many threads, the thin, the thick, the broken, the enduring of our long history, of our tumultuous and varied day.",-0.024114866011189846,-0.06418624732695258,-0.05031077693479349,-0.0626053536420202,-0.023651983217725575,-0.02485482731438505,-0.08212536012220574,-0.09063326780060407,-0.0045151604472638595,-0.09685329738064682,0.005216252829156796,-0.07279768366496356,-0.8548982096636042,-1.3533423014758161,-0.8462217723398451,-0.8606961255711623,-0.5116247454096481,-1.5585689593907799,-0.7644969395776693,-1.1614156221354692,-0.4625113642989992,-0.9259048272817708,-0.6211656984354709,-0.5536018640160897,-0.42011722799926,-1.3050056084859163,-1.7685204830280223,-1.0498475182564173,-1.1463584004843135,-1.5528283043628852,-1.107156528803154
2701,2701,There is always more to be understood; a discord to be listened for; a falsity to be reprimanded.,-0.02537911172571439,-0.06286862116029711,-0.05031077693479349,-0.06394163519474408,-0.023744093387900674,-0.02485482731438505,-0.07931802287315545,-0.08841660571939612,0.0013256301027663683,-0.09758387958969564,0.006097088058153687,-0.07220867570723513,-0.880557123318194,-1.3263170009548386,-0.8462217723398451,-0.8773709971803675,-0.5555098472009621,-1.5585689593907799,-0.7644969395776693,-1.1426422272544519,-0.4625113642989992,-0.8951234689955565,-0.6211656984354709,-0.5536001064330397,-0.4180276572457473,-1.338457147932944,-1.77122820300314,-1.0643174108804112,-1.1465128274416343,-1.5243281140848137,-1.1481272036399948
2702,2702,"Broken and soot-stained are these roofs with their chimney cowls, their loose slates, their slinking cats and attic windows.",-0.026896206583143845,-0.06181452022697275,-0.048484159030271264,-0.06775958248824086,-0.026395191558576767,-0.02852801943907943,-0.07753963264371946,-0.09021180942249886,-0.0017616449022496092,-0.09757722280419176,0.005417638226717375,-0.06952414275665252,-0.9228016102435307,-1.3430022838434736,-0.8653921618462755,-0.8907601994031115,-0.5989078652856912,-1.6164212462815246,-0.7644969395776693,-1.1276235113496376,-0.4335145335752137,-0.8643421107093421,-0.6990085545558798,-0.5536045578419265,-0.46788502992590225,-1.4063888315007023,-1.77417549752214,-1.0642039834007166,-1.146566484845259,-1.5243281140848137,-1.1563444160114877
2703,2703,"I pick my way over broken glass, among blistered tiles, and see only vile and famished faces.",-0.027907603154763486,-0.06286862116029711,-0.048484159030271264,-0.06931857763308538,-0.023777587995237076,-0.030766358776580495,-0.07753963264371946,-0.09021180942249886,-0.0017616449022496092,-0.1027331805429952,0.005417638226717375,-0.0692029864936562,-0.9583556439369486,-1.3804496387171943,-0.8653921618462755,-0.8016698062920716,-0.629063322390138,-1.7138011558062942,-0.7644969395776693,-1.1426422272544519,-0.4335145335752137,-0.8643421107093421,-0.7379299826160843,-0.6246093937945439,-0.47078532476463203,-1.4047448158651372,-1.776902250733558,-1.1326739595324655,-1.1982926265069171,-1.5528283043628852,-1.1580447049937725
2704,2704,"'Let us suppose that I make reason of it all--one poem on a page, and then die.",-0.026011234582976668,-0.06089218191031393,-0.04598068646445435,-0.06709144171187892,-0.023615139149655538,-0.02446737011659377,-0.07485540549846856,-0.08689099605319706,-0.0011775658472465862,-0.09725076294843987,0.0055857791675126296,-0.06868987299155958,-0.8687282010552128,-1.2860493608483616,-0.8300437101826446,-0.737631887538836,-0.5251477868539564,-1.3210282916516103,-0.7644969395776693,-1.1238688323734338,-0.40451770285142824,-0.8335607524231277,-0.6600871264956752,-0.5534932534693339,-0.4139191378737409,-1.4735842692936563,-1.6974757849474142,-1.0449264840956998,-1.134903697732325,-1.4958279238067431,-1.1263561452923467
2705,2705,I can assure you it will not be unwillingly.,-0.030183245440907672,-0.06260509592696602,-0.04976734033091342,-0.06646041986753709,-0.020766422795694683,-0.026218114650484438,-0.07194833286750739,-0.08636504386233848,-0.004119593679854406,-0.1027664644705145,0.00488622071219096,-0.0631974179298159,-0.9878315397242559,-1.39153567585313,-0.9223417144508872,-0.7611273911770124,-0.5480223671773684,-1.3417897581209357,-0.8170079548058239,-1.1576609431592655,-0.49150819502278464,-0.7873887149938062,-0.6990085545558798,-0.6231178654107081,-0.4904133279919017,-1.5674313970077751,-1.6836803444155486,-1.0457626216635785,-1.1978262895371692,-1.4958279238067431,-1.2175294045689729
2706,2706,Percival died.,-0.030183245440907672,-0.06260509592696602,-0.04976734033091342,-0.06675737132369795,-0.0221648226519894,-0.026218114650484438,-0.07194833286750739,-0.08636504386233848,-0.004119593679854406,-0.10285411214631533,0.00488622071219096,-0.06296671885606835,-0.9878315397242559,-1.39153567585313,-0.9223417144508872,-0.7960379077723515,-0.5480223671773684,-1.3417897581209357,-0.8170079548058239,-1.1576609431592655,-0.49150819502278464,-0.7873887149938062,-0.6990085545558798,-0.5525292255498916,-0.4704245970038573,-1.533527043832665,-1.7052796307918263,-1.0429592115354214,-1.1359077179745585,-1.4388275432506017,-1.1436235936018015
2707,2707,Rhoda left me.,-0.030815368298169946,-0.06326390901029375,-0.052353311687193614,-0.06649753879955721,-0.023504606945445414,-0.026218114650484438,-0.07194833286750739,-0.08636504386233848,-0.004119593679854406,-0.10283414178980375,0.00488622071219096,-0.06228725370909114,-1.0006609965515512,-1.4050483261136189,-0.9596022541233672,-0.8291777158746279,-0.5316856597001418,-1.3417897581209357,-0.9592084562658065,-1.1670476405997745,-0.5205050257465701,-0.7873887149938062,-0.6990085545558798,-0.5526287843311576,-0.45010769850704535,-1.5408185826995826,-1.696745986889152,-1.0543154084249986,-1.198770747212314,-1.4388275432506017,-1.1127169863707294
