"","sent_raw","syuzhet","bing","afinn","nrc"
"1646","1645,""I have been good to the people, and they like me; but ever since this Palace was built, I have shut myself up and would not see any of them.""",1.25,2,5,1
"1647","1646,""One of my greatest fears was the Witches, for while I had no magical powers at all I soon found out that the Witches were really able to do wonderful things.""",1.6,2,6,3
"1648","1647,""There were four of them in this country, and they ruled the people who live in the North and South and East and West.""",0,0,0,0
"1649","1648,""Fortunately, the Witches of the North and South were good, and I knew they would do me no harm; but the Witches of the East and West were terribly wicked, and had they not thought I was more powerful than they themselves, they would surely have destroyed me.""",-0.25,0,-4,-1
"1650","1649,""As it was, I lived in deadly fear of them for many years; so you can imagine how pleased I was when I heard your house had fallen on the Wicked Witch of the East.""",-2.4,-3,-6,-3
"1651","1650,""When you came to me, I was willing to promise anything if you would only do away with the other Witch; but, now that you have melted her, I am ashamed to say that I cannot keep my promises.""",0.65,2,0,-1
"1652","1651,""I think you are a very bad man, said Dorothy.""",-0.75,-1,-3,-1
"1653","1652,""Oh, no, my dear; Im really a very good man, but Im a very bad Wizard, I must admit.""",1.5,0,0,2
"1654","1653,Cant you give me brains?",0.6,0,0,1
"1655","1654,asked the Scarecrow.",0,0,0,0
"1656","1655,You dont need them.",0,0,0,0
"1657","1656,You are learning something every day.",0.8,0,0,1
"1658","1657,""A baby has brains, but it doesnt know much.""",1.2,0,0,2
"1659","1658,""Experience is the only thing that brings knowledge, and the longer you are on earth the more experience you are sure to get.""",0.6,0,0,1
"1660","1659,""That may all be true, said the Scarecrow, but I shall be very unhappy unless you give me brains.""",0.35,-1,0,1
"1661","1660,The false Wizard looked at him carefully.",0.05,-1,1,2
"1662","1661,""Well, he said with a sigh, Im not much of a magician, as I said; but if you will come to me tomorrow morning, I will stuff your head with brains.""",1,1,-2,1
"1663","1662,""I cannot tell you how to use them, however; you must find that out for yourself.""",0,0,0,0
"1664","1663,""Oh, thank youthank you! cried the Scarecrow.""",-0.5,1,0,0
"1665","1664,""Ill find a way to use them, never fear!""",-1.25,-1,-4,-2
"1666","1665,But how about my courage?",0.75,1,2,1
"1667","1666,asked the Lion anxiously.",-0.9,-1,0,1
"1668","1667,""You have plenty of courage, I am sure, answered Oz.""",0.75,1,2,1
"1669","1668,All you need is confidence in yourself.",0.75,1,2,1
"1670","1669,There is no living thing that is not afraid when it faces danger.",-1.5,-2,-5,-2
"1671","1670,""The True courage is in facing danger when you are afraid, and that kind of courage you have in plenty.""",0.25,-1,2,1
"1672","1671,""Perhaps I have, but Im scared just the same, said the Lion.""",-0.4,-1,-2,1
"1673","1672,I shall really be very unhappy unless you give me the sort of courage that makes one forget he is afraid.",-1.25,-1,-3,-2
"1674","1673,""Very well, I will give you that sort of courage tomorrow, replied Oz.""",1.55,2,2,1
"1675","1674,How about my heart?",0,0,0,0
"1676","1675,asked the Tin Woodman.",0,0,0,0
"1677","1676,""Why, as for that, answered Oz, I think you are wrong to want a heart.""",-0.75,-1,-1,-1
"1678","1677,It makes most people unhappy.",-0.75,-1,-2,-1
"1679","1678,""If you only knew it, you are in luck not to have a heart.""",0.75,1,3,1
"1680","1679,""That must be a matter of opinion, said the Tin Woodman.""",0,0,1,0
"1681","1680,""For my part, I will bear all the unhappiness without a murmur, if you will give me the heart.""",-0.75,-1,-2,-1
"1682","1681,""Very well, answered Oz meekly.""",0.8,1,0,0
"1683","1682,Come to me tomorrow and you shall have a heart.",0,0,0,0
"1684","1683,I have played Wizard for so many years that I may as well continue the part a little longer.",1.6,1,0,2
"1685","1684,""And now, said Dorothy, how am I to get back to Kansas?""",0,0,0,0
"1686","1685,""We shall have to think about that, replied the little man.""",0,0,0,0
"1687","1686,Give me two or three days to consider the matter and Ill try to find a way to carry you over the desert.",-1,-1,-1,-2
"1688","1687,""In the meantime you shall all be treated as my guests, and while you live in the Palace my people will wait upon you and obey your slightest wish.""",0.55,0,1,-1
"1689","1688,There is only one thing I ask in return for my helpsuch as it is.",0,0,0,0
"1690","1689,You must keep my secret and tell no one I am a humbug.",-0.25,0,-3,-1
"1691","1690,""They agreed to say nothing of what they had learned, and went back to their rooms in high spirits.""",0.75,0,1,2
"1692","1691,""Even Dorothy had hope that The Great and Terrible Humbug, as she called him, would find a way to send her back to Kansas, and if he did she was willing to forgive him everything.""",1.3,1,1,0
"1693","1692,The Magic Art of the Great Humbug",1.1,2,1,0
"1694","1693,Next morning the Scarecrow said to his friends:",0,0,0,0
"1695","1694,Congratulate me. I am going to Oz to get my brains at last.",1.1,1,2,1
"1696","1695,When I return I shall be as other men are.",0,0,0,0
"1697","1696,""I have always liked you as you were, said Dorothy simply.""",0.5,1,2,0
"1698","1697,""It is kind of you to like a Scarecrow, he replied.""",1,1,4,1
"1699","1698,But surely you will think more of me when you hear the splendid thoughts my new brain is going to turn out.",1.8,1,3,1
"1700","1699,""Then he said good-bye to them all in a cheerful voice and went to the Throne Room, where he rapped upon the door.""",1.1,2,5,3
"1701","1700,""Come in, said Oz.""",0,0,0,0
"1702","1701,""The Scarecrow went in and found the little man sitting down by the window, engaged in deep thought.""",1.2,0,0,2
"1703","1702,""I have come for my brains, remarked the Scarecrow, a little uneasily.""",-0.4,-1,0,1
"1704","1703,""Oh, yes; sit down in that chair, please, replied Oz.""",1.8,0,2,0
"1705","1704,""You must excuse me for taking your head off, but I shall have to do it in order to put your brains in their proper place.""",0.35,0,-1,1
"1706","1705,""Thats all right, said the Scarecrow.""",0.8,1,0,0
"1707","1706,""You are quite welcome to take my head off, as long as it will be a better one when you put it on again.""",1.3,2,4,0
"1708","1707,So the Wizard unfastened his head and emptied out the straw.",0.4,0,0,1
"1709","1708,""Then he entered the back room and took up a measure of bran, which he mixed with a great many pins and needles.""",0.5,1,3,0
"1710","1709,""Having shaken them together thoroughly, he filled the top of the Scarecrows head with the mixture and stuffed the rest of the space with straw, to hold it in place.""",0,1,2,2
"1711","1710,""When he had fastened the Scarecrows head on his body again he said to him, Hereafter you will be a great man, for I have given you a lot of bran-new brains.""",1.1,1,3,1
"1712","1711,""The Scarecrow was both pleased and proud at the fulfillment of his greatest wish, and having thanked Oz warmly he went back to his friends.""",4.3,5,11,3
"1713","1712,Dorothy looked at him curiously.",0.4,0,0,0
"1714","1713,His head was quite bulged out at the top with brains.",0.35,1,2,2
"1715","1714,How do you feel?",0,0,0,0
"1716","1715,she asked.",0,0,0,0
"1717","1716,""I feel wise indeed, he answered earnestly.""",1,2,0,2
"1718","1717,When I get used to my brains I shall know everything.",0.6,0,0,1
"1719","1718,Why are those needles and pins sticking out of your head?",0,0,0,0
"1720","1719,asked the Tin Woodman.",0,0,0,0
"1721","1720,""That is proof that he is sharp, remarked the Lion.""",0.1,1,0,1
"1722","1721,""Well, I must go to Oz and get my heart, said the Woodman.""",0.8,1,0,0
"1723","1722,So he walked to the Throne Room and knocked at the door.",0.6,0,0,1
"1724","1723,""Come in, called Oz, and the Woodman entered and said, I have come for my heart.""",0,0,0,0
"1725","1724,""Very well, answered the little man.""",0.8,1,0,0
"1726","1725,""But I shall have to cut a hole in your breast, so I can put your heart in the right place.""",0.55,1,-1,0
"1727","1726,I hope it wont hurt you.",-0.25,-1,0,0
"1728","1727,""Oh, no, answered the Woodman.""",0,0,-1,0
"1729","1728,I shall not feel it at all.",0,0,0,0
"1730","1729,""So Oz brought a pair of tinsmiths shears and cut a small, square hole in the left side of the Tin Woodmans breast.""",-0.25,0,-1,-1
"1731","1730,""Then, going to a chest of drawers, he took out a pretty heart, made entirely of silk and stuffed with sawdust.""",1.35,1,1,2
"1732","1731,Isnt it a beauty?",0.5,1,3,1
"1733","1732,he asked.",0,0,0,0
"1734","1733,""It is, indeed! replied the Woodman, who was greatly pleased.""",0.75,1,3,1
"1735","1734,But is it a kind heart?",0.5,0,2,1
"1736","1735,""Oh, very! answered Oz.""",0,0,0,0
"1737","1736,""He put the heart in the Woodmans breast and then replaced the square of tin, soldering it neatly together where it had been cut.""",0.25,1,-1,1
"1738","1737,""There, said he; now you have a heart that any man might be proud of.""",0.75,1,2,1
"1739","1738,""Im sorry I had to put a patch on your breast, but it really couldnt be helped.""",0.3,0,-1,-1
"1740","1739,""Never mind the patch, exclaimed the happy Woodman.""",0.75,1,3,0
"1741","1740,""I am very grateful to you, and shall never forget your kindness.""",1,2,4,1
"1742","1741,""Dont speak of it, replied Oz.""",0,0,0,0
"1743","1742,""Then the Tin Woodman went back to his friends, who wished him every joy on account of his good fortune.""",2,3,8,3
"1744","1743,The Lion now walked to the Throne Room and knocked at the door.",0.7,0,0,2
"1745","1744,""Come in, said Oz.""",0,0,0,0
"1746","1745,""I have come for my courage, announced the Lion, entering the room.""",0.85,1,2,2
"1747","1746,""Very well, answered the little man; I will get it for you.""",0.8,1,0,0
"1748","1747,""He went to a cupboard and reaching up to a high shelf took down a square green bottle, the contents of which he poured into a green-gold dish, beautifully carved.""",1,2,6,2
"1749","1748,""Placing this before the Cowardly Lion, who sniffed at it as if he did not like it, the Wizard said:""",2.77555756156289e-17,0,0,1
"1750","1749,Drink.",0,0,0,0
"1751","1750,What is it?",0,0,0,0
"1752","1751,asked the Lion.",0.1,0,0,1
"1753","1752,""Well, answered Oz, if it were inside of you, it would be courage.""",1.55,2,2,1
"1754","1753,""You know, of course, that courage is always inside one; so that this really cannot be called courage until you have swallowed it.""",0.75,1,2,1
"1755","1754,Therefore I advise you to drink it as soon as possible.",0.8,0,0,1
"1756","1755,""The Lion hesitated no longer, but drank till the dish was empty.""",-0.15,0,-2,1
"1757","1756,How do you feel now?",0,0,0,0
"1758","1757,asked Oz.",0,0,0,0
"1759","1758,""Full of courage, replied the Lion, who went joyfully back to his friends to tell them of his good fortune.""",2.6,4,10,5
"1760","1759,""Oz, left to himself, smiled to think of his success in giving the Scarecrow and the Tin Woodman and the Lion exactly what they thought they wanted.""",1.9,1,4,3
"1761","1760,""How can I help being a humbug, he said, when all these people make me do things that everybody knows cant be done?""",-0.25,0,0,-1
"1762","1761,""It was easy to make the Scarecrow and the Lion and the Woodman happy, because they imagined I could do anything.""",1.65,2,4,2
"1763","1762,""But it will take more than imagination to carry Dorothy back to Kansas, and Im sure I dont know how it can be done.""",0,0,0,0
"1764","1763,How the Balloon Was Launched",0.25,0,1,0
"1765","1764,For three days Dorothy heard nothing from Oz.",0,0,0,0
"1766","1765,""These were sad days for the little girl, although her friends were all quite happy and contented.""",0.5,0,1,1
"1767","1766,The Scarecrow told them there were wonderful thoughts in his head; but he would not say what they were because he knew no one could understand them but himself.",0.75,1,3,1
"1768","1767,When the Tin Woodman walked about he felt his heart rattling around in his breast; and he told Dorothy he had discovered it to be a kinder and more tender heart than the one he had owned when he was made of flesh.",1.35,1,4,1
"1769","1768,""The Lion declared he was afraid of nothing on earth, and would gladly face an army or a dozen of the fierce Kalidahs.""",-0.65,-1,-2,-1
"1770","1769,""Thus each of the little party was satisfied except Dorothy, who longed more than ever to get back to Kansas.""",1,1,2,1
"1771","1770,""On the fourth day, to her great joy, Oz sent for her, and when she entered the Throne Room he greeted her pleasantly:""",3.45,3,7,2
"1772","1771,""Sit down, my dear; I think I have found the way to get you out of this country.""",1.1,0,2,2
"1773","1772,And back to Kansas?",0,0,0,0
"1774","1773,she asked eagerly.",0.8,1,0,0
"1775","1774,""Well, Im not sure about Kansas, said Oz, for I havent the faintest notion which way it lies.""",-0.2,0,0,1
"1776","1775,""But the first thing to do is to cross the desert, and then it should be easy to find your way home.""",0.3,0,1,-2
"1777","1776,How can I cross the desert?",-0.5,-1,0,-2
"1778","1777,she inquired.",0,0,0,0
"1779","1778,""Well, Ill tell you what I think, said the little man.""",0.3,1,-2,-1
"1780","1779,""You see, when I came to this country it was in a balloon.""",0,0,0,0
"1781","1780,""You also came through the air, being carried by a cyclone.""",-0.25,0,0,-1
"1782","1781,So I believe the best way to get across the desert will be through the air.",0,0,3,-1
"1783","1782,""Now, it is quite beyond my powers to make a cyclone; but Ive been thinking the matter over, and I believe I can make a balloon.""",-0.25,0,1,-1
"1784","1783,How?",0,0,0,0
"1785","1784,asked Dorothy.",0,0,0,0
"1786","1785,""A balloon, said Oz, is made of silk, which is coated with glue to keep the gas in it.""",0.6,0,0,1
"1787","1786,""I have plenty of silk in the Palace, so it will be no trouble to make the balloon.""",0.1,-1,-3,1
"1788","1787,""But in all this country there is no gas to fill the balloon with, to make it float.""",0,0,-1,0
"1789","1788,""If it wont float, remarked Dorothy, it will be of no use to us.""",0,0,-1,0
"1790","1789,""True, answered Oz.""",0.5,0,2,1
"1791","1790,""But there is another way to make it float, which is to fill it with hot air.""",-0.25,1,0,0
"1792","1791,""Hot air isnt as good as gas, for if the air should get cold the balloon would come down in the desert, and we should be lost.""",-1.25,-1,0,-2
"1793","1792,We! exclaimed the girl.",0,0,0,0
"1794","1793,Are you going with me?",0,0,0,0
"1795","1794,""Yes, of course, replied Oz.""",0.8,0,1,0
"1796","1795,I am tired of being such a humbug.",-1,-1,-4,-2
"1797","1796,""If I should go out of this Palace my people would soon discover I am not a Wizard, and then they would be vexed with me for having deceived them.""",-0.35,0,-3,0
"1798","1797,""So I have to stay shut up in these rooms all day, and it gets tiresome.""",-0.5,-1,0,-1
"1799","1798,Id much rather go back to Kansas with you and be in a circus again.",0.1,0,0,0
"1800","1799,""I shall be glad to have your company, said Dorothy.""",0.75,1,3,1
"1801","1800,""Thank you, he answered.""",0.5,1,2,0
"1802","1801,""Now, if you will help me sew the silk together, we will begin to work on our balloon.""",0.85,1,2,1
"1803","1802,""So Dorothy took a needle and thread, and as fast as Oz cut the strips of silk into proper shape the girl sewed them neatly together.""",1.35,3,-1,5
"1804","1803,""First there was a strip of light green silk, then a strip of dark green and then a strip of emerald green; for Oz had a fancy to make the balloon in different shades of the color about them.""",0.5,0,0,2
"1805","1804,""It took three days to sew all the strips together, but when it was finished they had a big bag of green silk more than twenty feet long.""",0.85,0,1,2
"1806","1805,""Then Oz painted it on the inside with a coat of thin glue, to make it airtight, after which he announced that the balloon was ready.""",0.8,1,0,0
"1807","1806,""But we must have a basket to ride in, he said.""",0,0,0,0
"1808","1807,""So he sent the soldier with the green whiskers for a big clothes basket, which he fastened with many ropes to the bottom of the balloon.""",0.25,0,1,1
"1809","1808,""When it was all ready, Oz sent word to his people that he was going to make a visit to a great brother Wizard who lived in the clouds.""",2.5,2,3,4
"1810","1809,The news spread rapidly throughout the city and everyone came to see the wonderful sight.",0.75,1,4,1
"1811","1810,""Oz ordered the balloon carried out in front of the Palace, and the people gazed upon it with much curiosity.""",0.5,0,0,1
"1812","1811,""The Tin Woodman had chopped a big pile of wood, and now he made a fire of it, and Oz held the bottom of the balloon over the fire so that the hot air that arose from it would be caught in the silken bag.""",-0.5,1,-1,-1
"1813","1812,""Gradually the balloon swelled out and rose into the air, until finally the basket just touched the ground.""",0.15,-1,1,0
"1814","1813,Then Oz got into the basket and said to all the people in a loud voice:",-0.25,-1,0,0
"1815","1814,I am now going away to make a visit.",0.4,0,0,1
"1816","1815,While I am gone the Scarecrow will rule over you.",0,0,0,0
"1817","1816,I command you to obey him as you would me.",0,0,0,0
"1818","1817,""The balloon was by this time tugging hard at the rope that held it to the ground, for the air within it was hot, and this made it so much lighter in weight than the air without that it pulled hard to rise into the sky.""",-0.1,1,0,1
"1819","1818,""Come, Dorothy! cried the Wizard.""",-0.6,0,-2,1
"1820","1819,""Hurry up, or the balloon will fly away.""",0,0,0,0
"1821","1820,""I cant find Toto anywhere, replied Dorothy, who did not wish to leave her little dog behind.""",0.55,0,0,-1
"1822","1821,""Toto had run into the crowd to bark at a kitten, and Dorothy at last found him.""",0.7,0,0,1
"1823","1822,She picked him up and ran towards the balloon.",0,0,0,0
"1824","1823,""She was within a few steps of it, and Oz was holding out his hands to help her into the basket, when, crack! went the ropes, and the balloon rose into the air without her.""",-0.5,-1,3,-1
"1825","1824,Come back! she screamed.",-0.6,0,-2,0
"1826","1825,""I want to go, too!""",0,0,1,0
"1827","1826,""I cant come back, my dear, called Oz from the basket.""",0.5,0,2,1
"1828","1827,Good-bye!",0,1,3,1
"1829","1828,""Good-bye! shouted everyone, and all eyes were turned upward to where the Wizard was riding in the basket, rising every moment farther and farther into the sky.""",0.4,1,3,4
"1830","1829,""And that was the last any of them ever saw of Oz, the Wonderful Wizard, though he may have reached Omaha safely, and be there now, for all we know.""",1.65,2,6,2
"1831","1830,""But the people remembered him lovingly, and said to one another:""",0,0,0,0
"1832","1831,Oz was always our friend.",0.8,0,1,1
"1833","1832,""When he was here he built for us this beautiful Emerald City, and now he is gone he has left the Wise Scarecrow to rule over us.""",1.25,2,3,2
"1834","1833,""Still, for many days they grieved over the loss of the Wonderful Wizard, and would not be comforted.""",-0.6,0,-1,1
"1835","1834,Away to the South",0,0,0,0
"1836","1835,Dorothy wept bitterly at the passing of her hope to get home to Kansas again; but when she thought it all over she was glad she had not gone up in a balloon.",0.25,0,3,1
"1837","1836,""And she also felt sorry at losing Oz, and so did her companions.""",-1.25,-2,-4,-1
"1838","1837,The Tin Woodman came to her and said:",0,0,0,0
"1839","1838,Truly I should be ungrateful if I failed to mourn for the man who gave me my lovely heart.",-1.25,-2,-4,-1
"1840","1839,""I should like to cry a little because Oz is gone, if you will kindly wipe away my tears, so that I shall not rust.""",-0.8,0,-1,-2
"1841","1840,""With pleasure, she answered, and brought a towel at once.""",0.5,1,3,0
"1842","1841,""Then the Tin Woodman wept for several minutes, and she watched the tears carefully and wiped them away with the towel.""",-0.55,0,0,1
"1843","1842,""When he had finished, he thanked her kindly and oiled himself thoroughly with his jeweled oil-can, to guard against mishap.""",-0.5,0,0,0
"1844","1843,""The Scarecrow was now the ruler of the Emerald City, and although he was not a Wizard the people were proud of him.""",1.15,1,2,2
"1845","1844,""For, they said, there is not another city in all the world that is ruled by a stuffed man.""",0,0,0,0
"1846","1845,""And, so far as they knew, they were quite right.""",0.8,1,0,0
"1847","1846,""The morning after the balloon had gone up with Oz, the four travelers met in the Throne Room and talked matters over.""",0.6,0,1,1
"1848","1847,The Scarecrow sat in the big throne and the others stood respectfully before him.",1.85,1,1,1
"1849","1848,""We are not so unlucky, said the new ruler, for this Palace and the Emerald City belong to us, and we can do just as we please.""",1.3,-1,1,-1
"1850","1849,""When I remember that a short time ago I was up on a pole in a farmers cornfield, and that now I am the ruler of this beautiful City, I am quite satisfied with my lot.""",1.75,2,5,2
"1851","1850,""I also, said the Tin Woodman, am well-pleased with my new heart; and, really, that was the only thing I wished in all the world.""",0.8,2,3,1
"1852","1851,""For my part, I am content in knowing I am as brave as any beast that ever lived, if not braver, said the Lion modestly.""",1.3,1,2,2
"1853","1852,""If Dorothy would only be contented to live in the Emerald City, continued the Scarecrow, we might all be happy together.""",1,1,3,1
"1854","1853,""But I dont want to live here, cried Dorothy.""",-1,0,-1,0
"1855","1854,""I want to go to Kansas, and live with Aunt Em and Uncle Henry.""",0.25,0,1,1
"1856","1855,""Well, then, what can be done?""",0.8,1,0,0
"1857","1856,inquired the Woodman.",0,0,0,0
"1858","1857,""The Scarecrow decided to think, and he thought so hard that the pins and needles began to stick out of his brains.""",0.35,-1,-1,1
"1859","1858,Finally he said:",0.4,0,0,1
"1860","1859,""Why not call the Winged Monkeys, and ask them to carry you over the desert?""",-0.5,-1,0,-1
"1861","1860,I never thought of that! said Dorothy joyfully.",0.5,1,3,0
"1862","1861,Its just the thing.",0,0,0,0
"1863","1862,Ill go at once for the Golden Cap.",0.1,1,-2,-1
"1864","1863,""When she brought it into the Throne Room she spoke the magic words, and soon the band of Winged Monkeys flew in through the open window and stood beside her.""",0.85,1,0,-1
"1865","1864,""This is the second time you have called us, said the Monkey King, bowing before the little girl.""",0.1,0,0,1
"1866","1865,What do you wish?",0.8,0,1,0
"1867","1866,""I want you to fly with me to Kansas, said Dorothy.""",0,0,1,0
"1868","1867,But the Monkey King shook his head.",0.1,0,0,1
"1869","1868,""That cannot be done, he said.""",0,0,0,0
"1870","1869,""We belong to this country alone, and cannot leave it.""",-0.85,0,-3,-1
"1871","1870,""There has never been a Winged Monkey in Kansas yet, and I suppose there never will be, for they dont belong there.""",0,0,0,0
"1872","1871,""We shall be glad to serve you in any way in our power, but we cannot cross the desert.""",0.25,0,3,-2
"1873","1872,Good-bye.",0,1,3,1
"1874","1873,""And with another bow, the Monkey King spread his wings and flew away through the window, followed by all his band.""",0.1,0,0,1
"1875","1874,Dorothy was ready to cry with disappointment.",-0.95,-1,-3,-2
"1876","1875,""I have wasted the charm of the Golden Cap to no purpose, she said, for the Winged Monkeys cannot help me.""",0.6,1,2,0
"1877","1876,It is certainly too bad! said the tender-hearted Woodman.",-0.75,0,-1,0
"1878","1877,""The Scarecrow was thinking again, and his head bulged out so horribly that Dorothy feared it would burst.""",-0.75,0,0,-1
"1879","1878,""Let us call in the soldier with the green whiskers, he said, and ask his advice.""",0,0,0,2
"1880","1879,""So the soldier was summoned and entered the Throne Room timidly, for while Oz was alive he never was allowed to come farther than the door.""",0.5,-1,1,3
"1881","1880,""This little girl, said the Scarecrow to the soldier, wishes to cross the desert.""",0.3,-1,1,-1
"1882","1881,How can she do so?",0,0,0,0
"1883","1882,""I cannot tell, answered the soldier, for nobody has ever crossed the desert, unless it is Oz himself.""",-0.5,-1,0,0
"1884","1883,Is there no one who can help me?",0,0,1,0
"1885","1884,asked Dorothy earnestly.",0.5,1,0,1
"1886","1885,""Glinda might, he suggested.""",0,0,0,0
"1887","1886,Who is Glinda?",0,0,0,0
"1888","1887,inquired the Scarecrow.",0,0,0,0
"1889","1888,The Witch of the South.",-0.4,0,0,-1
"1890","1889,""She is the most powerful of all the Witches, and rules over the Quadlings.""",0.75,1,2,1
"1891","1890,""Besides, her castle stands on the edge of the desert, so she may know a way to cross it.""",-0.5,-1,0,-2
"1892","1891,""Glinda is a Good Witch, isnt she?""",0.35,1,3,0
"1893","1892,asked the child.",0.6,0,0,1
"1894","1893,""The Quadlings think she is good, said the soldier, and she is kind to everyone.""",1.25,1,5,3
"1895","1894,""I have heard that Glinda is a beautiful woman, who knows how to keep young in spite of the many years she has lived.""",0.65,0,3,1
"1896","1895,How can I get to her castle?",0,0,0,0
"1897","1896,asked Dorothy.",0,0,0,0
"1898","1897,""The road is straight to the South, he answered, but it is said to be full of dangers to travelers.""",0.6,0,1,1
"1899","1898,""There are wild beasts in the woods, and a race of queer men who do not like strangers to cross their country.""",0,-1,2,-2
"1900","1899,For this reason none of the Quadlings ever come to the Emerald City.",0.6,0,0,1
"1901","1900,The soldier then left them and the Scarecrow said:",0,0,0,1
"1902","1901,""It seems, in spite of dangers, that the best thing Dorothy can do is to travel to the Land of the South and ask Glinda to help her.""",0,0,5,0
"1903","1902,""For, of course, if Dorothy stays here she will never get back to Kansas.""",0,0,0,0
"1904","1903,""You must have been thinking again, remarked the Tin Woodman.""",0,0,0,0
"1905","1904,""I have, said the Scarecrow.""",0,0,0,0
"1906","1905,""I shall go with Dorothy, declared the Lion, for I am tired of your city and long for the woods and the country again.""",-0.65,-1,-2,0
"1907","1906,""I am really a wild beast, you know.""",-0.75,-1,0,-2
"1908","1907,""Besides, Dorothy will need someone to protect her.""",0.75,1,1,1
"1909","1908,""That is true, agreed the Woodman.""",1,0,3,2
"1910","1909,My axe may be of service to her; so I also will go with her to the Land of the South.",-0.4,0,-1,1
"1911","1910,When shall we start?",0,0,0,0
"1912","1911,asked the Scarecrow.",0,0,0,0
"1913","1912,Are you going?",0,0,0,0
"1914","1913,""they asked, in surprise.""",0.6,0,0,1
"1915","1914,Certainly.",0,0,0,0
"1916","1915,If it wasnt for Dorothy I should never have had brains.",0.6,0,0,1
"1917","1916,She lifted me from the pole in the cornfield and brought me to the Emerald City.",0,0,0,0
"1918","1917,""So my good luck is all due to her, and I shall never leave her until she starts back to Kansas for good and all.""",1.25,2,5,1
"1919","1918,""Thank you, said Dorothy gratefully.""",1.5,2,2,0
"1920","1919,You are all very kind to me.",0.5,0,2,1
"1921","1920,But I should like to start as soon as possible.",0.5,1,2,0
"1922","1921,""We shall go tomorrow morning, returned the Scarecrow.""",0,0,0,0
"1923","1922,""So now let us all get ready, for it will be a long journey.""",1.2,1,0,1
"1924","1923,Attacked by the Fighting Trees",-1.8,0,-3,-1
"1925","1924,""The next morning Dorothy kissed the pretty green girl good-bye, and they all shook hands with the soldier with the green whiskers, who had walked with them as far as the gate.""",0.75,2,4,4
"1926","1925,When the Guardian of the Gate saw them again he wondered greatly that they could leave the beautiful City to get into new trouble.",0.9,0,0,1
"1927","1926,""But he at once unlocked their spectacles, which he put back into the green box, and gave them many good wishes to carry with them.""",1.55,1,4,2
"1928","1927,""You are now our ruler, he said to the Scarecrow; so you must come back to us as soon as possible.""",0,0,0,0
"1929","1928,""I certainly shall if I am able, the Scarecrow replied; but I must help Dorothy to get home, first.""",0,0,2,0
"1930","1929,As Dorothy bade the good-natured Guardian a last farewell she said:",0.1,1,3,2
"1931","1930,""I have been very kindly treated in your lovely City, and everyone has been good to me. I cannot tell you how grateful I am.""",3,4,9,3
"1932","1931,""Dont try, my dear, he answered.""",0.5,0,2,1
"1933","1932,""We should like to keep you with us, but if it is your wish to return to Kansas, I hope you will find a way.""",1.8,1,5,1
"1934","1933,""He then opened the gate of the outer wall, and they walked forth and started upon their journey.""",0.4,0,0,1
"1935","1934,The sun shone brightly as our friends turned their faces toward the Land of the South.",1.2,0,0,2
"1936","1935,""They were all in the best of spirits, and laughed and chatted together.""",1.55,1,4,1
"1937","1936,""Dorothy was once more filled with the hope of getting home, and the Scarecrow and the Tin Woodman were glad to be of use to her.""",1.25,1,5,2
"1938","1937,""As for the Lion, he sniffed the fresh air with delight and whisked his tail from side to side in pure joy at being in the country again, while Toto ran around them and chased the moths and butterflies, barking merrily all the time.""",4.35,5,8,3
"1939","1938,""City life does not agree with me at all, remarked the Lion, as they walked along at a brisk pace.""",1.1,1,3,2
"1940","1939,""I have lost much flesh since I lived there, and now I am anxious for a chance to show the other beasts how courageous I have grown.""",-0.25,-1,-1,-1
"1941","1940,They now turned and took a last look at the Emerald City.",0,0,0,0
"1942","1941,""All they could see was a mass of towers and steeples behind the green walls, and high up above everything the spires and dome of the Palace of Oz.""",0,0,0,1
"1943","1942,""Oz was not such a bad Wizard, after all, said the Tin Woodman, as he felt his heart rattling around in his breast.""",-0.35,-1,-3,0
"1944","1943,""He knew how to give me brains, and very good brains, too, said the Scarecrow.""",1.35,1,3,2
"1945","1944,""If Oz had taken a dose of the same courage he gave me, added the Lion, he would have been a brave man.""",1.35,2,4,2
"1946","1945,Dorothy said nothing.",0,0,0,0
"1947","1946,""Oz had not kept the promise he made her, but he had done his best, so she forgave him.""",1.25,2,4,1
"1948","1947,""As he said, he was a good man, even if he was a bad Wizard.""",0.4,0,0,1
"1949","1948,The first days journey was through the green fields and bright flowers that stretched about the Emerald City on every side.",0.9,1,1,2
"1950","1949,""They slept that night on the grass, with nothing but the stars over them; and they rested very well indeed.""",0.8,1,0,0
"1951","1950,In the morning they traveled on until they came to a thick wood.",0,0,0,0
"1952","1951,""There was no way of going around it, for it seemed to extend to the right and left as far as they could see; and, besides, they did not dare change the direction of their journey for fear of getting lost.""",0.2,-1,-5,0
"1953","1952,So they looked for the place where it would be easiest to get into the forest.",0.8,1,0,0
"1954","1953,""The Scarecrow, who was in the lead, finally discovered a big tree with such wide-spreading branches that there was room for the party to pass underneath.""",0.9,1,1,3
"1955","1954,""So he walked forward to the tree, but just as he came under the first branches they bent down and twined around him, and the next minute he was raised from the ground and flung headlong among his fellow travelers.""",0.6,-1,0,3
"1956","1955,""This did not hurt the Scarecrow, but it surprised him, and he looked rather dizzy when Dorothy picked him up.""",-1.5,-2,-3,-2
"1957","1956,""Here is another space between the trees, called the Lion.""",0.1,0,0,1
"1958","1957,""Let me try it first, said the Scarecrow, for it doesnt hurt me to get thrown about.""",-0.75,-1,-2,-1
